input,output
Wait outside.,Espera fuera.
Wake them up.,Despertalos.
"Wake up, Tom.","Despiértate, Tom."
Walk with me.,Camina conmigo.
Want a drink?,¿Quieres una bebida?
Wash the car.,Lava el auto.
We all stood.,Todos nos pusimos de pie.
We apologize.,Pedimos disculpas.
We applauded.,Aplaudimos.
We are happy.,Somos felices.
We can begin.,Podemos empezar.
We can do it.,Podemos hacerlo.
We can't sue.,No podemos demandar.
We can't win.,No podemos ganar.
We could try.,Podemos intentarlo.
We could try.,Creo que podemos.
We could try.,Podríamos hacerlo.
We found one.,Encontramos uno.
We got ready.,Nos preparamos.
We got ready.,Estábamos listos.
We had a cat.,Teníamos un gato.
We had lunch.,Almorzamos.
We hated Tom.,Odiamos a Tom.
We have food.,Tenemos comida.
We have hope.,Tenemos esperanza.
We have lost.,Hemos perdido.
We have some.,Tenemos algo.
We have some.,Tenemos algunos.
We have some.,Tenemos unos cuantos.
We have time.,Tenemos tiempo.
We have wine.,Tenemos vino.
We knew that.,Lo sabíamos.
We knew that.,Sabíamos eso.
We knew that.,Lo conocíamos.
We knew this.,Lo sabíamos.
We knew this.,Sabíamos esto.
We knew this.,Lo conocíamos.
We know that.,Lo sabemos.
We know that.,Sabemos eso.
We know this.,Lo sabemos.
We know this.,Conocemos esto.
We like cats.,Nos gustan los gatos.
We live here.,Vivimos aquí.
We live here.,Éste es nuestro hogar.
We love them.,Los amamos.
We love this.,Nos encanta esto.
We love this.,Esto nos encanta.
We loved Tom.,Queríamos a Tom.
We met today.,Nos vimos hoy.
We met today.,Nos encontramos hoy.
We might win.,Quizá venzamos.
We must help.,Tenemos que echar una mano.
We must help.,Tenemos que ayudar.
We need hats.,Necesitamos sombreros.
We need help.,Necesitamos ayuda.
We need more.,Necesitamos más.
We need this.,Lo necesitamos.
We need time.,Necesitamos tiempo.
We overslept.,Nos quedamos dormidos.
We overslept.,Dormimos demasiado.
We sat there.,Nos sentamos allí.
We sat there.,Nos sentábamos allí.
We sat there.,Nos sentamos ahí.
We should go.,Deberíamos irnos.
We succeeded.,Lo logramos.
We succeeded.,Lo conseguimos.
We surrender.,Nos rendimos.
We want beer!,¡Queremos cerveza!
We want meat.,Queremos carne.
We want more.,Queremos más.
We were busy.,Estábamos ocupados.
We were hurt.,Estábamos heridos.
We were hurt.,Estábamos lastimados.
We'll decide.,Tomaremos una decisión.
We'll go out.,Saldremos.
We'll scream.,Gritaremos.
We'll try it.,Lo intentaremos.
We're adults.,Somos adultos.
We're afraid.,Estamos asustados.
We're better.,Estamos mejor.
We're better.,Somos mejores.
We're closed.,Estamos cerrados.
We're coming.,Ya vamos.
We're coming.,Vamos a ir.
We're crying.,Estamos llorando.
We're dating.,Estamos saliendo.
We're eating.,Estamos comiendo.
We're goners.,Estamos desahuciados.
We're guests.,Somos invitados.
We're hiding.,Nosotros estamos escondidos.
We're humans.,Somos humanos.
We're humans.,Nosotros somos humanos.
We're hungry.,Estamos hambrientos.
We're inside.,Estamos adentro.
We're joking.,Estamos bromeando.
We're joking.,Bromeamos.
We're losing.,Estamos perdiendo.
We're moving.,Nos estamos mudando.
We're moving.,Nos mudamos.
We're moving.,Nos vamos a mudar.
We're moving.,Nos cambiamos.
We're people.,Somos personas.
We're pooped.,Estamos reventados.
We're pooped.,Estamos hechos polvo.
We're scared.,Estamos asustados.
We're sleepy.,Tenemos sueño.
We're trying.,Lo intentamos.
We're trying.,Lo estamos intentando.
We've got it.,Lo tenemos.
We've got it.,Lo hemos conseguido.
Welcome back.,Bienvenido de vuelta.
Welcome back.,Bienvenido de nuevo.
Welcome home.,Bienvenido a casa.
Welcome home.,Bienvenida a casa.
What a feast!,¡Qué festín!
What a night!,¡Qué noche!
What a phony!,¡Qué farsante!
What a shame!,¡Qué lástima!
What a shame!,¡Qué vergüenza!
What a shame!,Lástima.
What a shock!,¡Qué susto!
What a waste!,¡Qué desperdicio!
What a woman!,¡Qué mujer!
What an idea!,¡Qué idea!
What bit you?,¿Qué te picó?
What is that?,¿Qué es aquello?
What is this?,¿Qué es esto?
What's a UFO?,¿Qué es un OVNI?
What's a UFO?,¿Qué es un ovni?
What's on TV?,¿Qué hay en la televisión?
What's wrong?,¿Qué anda mal?
Where is Tom?,¿Dónde está Tom?
Who are they?,¿Quiénes son ellos?
Who are they?,¿Quiénes son?
Who built it?,¿Quién lo construyó?
Who canceled?,¿Quién canceló?
Who canceled?,¿Quién fue el que hizo la cancelación?
Who did this?,¿Quién ha hecho esto?
Who has come?,¿Quién ha venido?
Who is there?,¿Quién está ahí?
Who listened?,¿Quién escuchó?
Who paid you?,¿Quién te pagó?
Who panicked?,¿Quién entró en pánico?
Who pays you?,¿Quién te paga?
Who ran away?,¿Quién huyó?
Who resigned?,¿Quién renunció?
Who sent you?,¿Quién te envió?
Who survived?,¿Quién sobrevivió?
Who told Tom?,¿Quién le contó a Tom?
Who vanished?,¿Quién desapareció?
Who wants it?,¿Quién lo quiere?
Who was that?,¿Quién era ese?
Who will pay?,¿Quién va a pagar?
Who'll fight?,¿Quién luchará?
Who'll start?,¿Quién empieza?
Who'll start?,¿Quién parte?
Who's absent?,¿Quién está ausente?
Who's absent?,¿Quién falta?
Who's coming?,¿Quién viene?
Who's hungry?,¿Quién tiene hambre?
Who's paying?,¿Quién va a pagar?
Who's paying?,¿Quién paga?
Who's scared?,¿Quién tiene miedo?
Why not both?,¿Por qué no ambos?
Why not both?,¿Por qué no ambas?
Why thank me?,¿Por qué me lo agradeces?
Why thank me?,¿Por qué me das a mí las gracias?
Will Tom die?,¿Va a morir Tom?
Will he live?,¿Acaso vivirá?
Will it rain?,¿Lloverá?
Wish me luck.,¡Deseadme buena suerte!
Wish me luck.,¡Deséenme suerte!
Won't you go?,¿No vas a ir?
Write in ink.,Escribe con tinta.
Write in ink.,Escriba con tinta.
Write in ink.,Escriban con tinta.
Write in ink.,Escribid con tinta.
Write to Tom.,Escribe a Tom.
Years passed.,Pasaron los años.
You amuse me.,Tú me diviertes.
You are good.,Eres bueno.
You are good.,Sois buenos.
You are good.,Estás bien.
You are late.,Estás retrasado.
You are lazy!,¡Eres un vago!
You are rich.,Eres rico.
You are rich.,Eres rica.
You can come.,Puedes venir.
You can help.,Puedes ayudar.
You can rest.,Podés descansar.
You can stay.,Puedes quedarte.
You can't go.,No podés ir.
You go first.,Tú primero.
You go first.,Usted primero.
You go first.,Tú primera.
You go first.,Vos primero.
You go first.,Ustedes primero.
You go first.,Vosotros primero.
You go first.,Vosotras primero.
You go first.,Vaya usted primero.
You hurt him.,Lo heriste.
You know her.,Tú la conoces.
You know her.,Usted la conoce.
You know him.,Le conoces.
You know how.,Vos sabés cómo.
You look fat.,Te ves gordo.
You look hot.,Te ves acalorado.
You look hot.,Pareces acalorado.
You look hot.,Pareces acalorada.
You look sad.,Pareces triste.
You may look.,Puedes mirar.
You may look.,Pueden mirar.
You may look.,Podéis mirar.
You may stay.,Te puedes quedar.
You may swim.,Puedes nadar.
You must eat.,Tenés que comer.
You must try.,Tenés que intentar.
You promised.,Prometiste.
You promised.,Tú prometiste.
You promised.,Vos prometiste.
You promised.,Prometió.
You promised.,Usted prometió.
You promised.,Prometisteis.
You promised.,Vosotros prometisteis.
You promised.,Prometieron.
You promised.,Ustedes prometieron.
You promised.,Lo prometiste.
You promised.,Lo prometió.
You promised.,Lo prometisteis.
You promised.,Lo prometieron.
You scare me.,Me asustas.
You scare me.,Me das miedo.
You survived.,Sobreviviste.
You survived.,Tú sobreviviste.
You survived.,Sobrevivió.
You survived.,Vos sobreviviste.
You survived.,Usted sobrevivió.
You survived.,Sobrevivisteis.
You survived.,Vosotros sobrevivisteis.
You survived.,Sobrevivieron.
You survived.,Ustedes sobrevivieron.
You will eat.,Comerás.
You will see.,Ya verás.
You'll be OK.,Estarás bien.
You're a pig.,Sos un cerdo.
You're brave.,Eres valiente.
You're crazy.,Estás loco.
You're crazy.,Estás loca.
You're cruel.,Es cruel.
You're cruel.,Eres cruel.
You're cruel.,Es usted cruel.
You're drunk.,Estás borracha.
You're drunk.,Estás borracho.
You're dying.,Te estás muriendo.
You're dying.,Estáis muriendo.
You're fired.,Está despedido.
You're fired.,Está despedida.
You're fired.,Estáis despedidos.
You're fired.,Estáis despedidas.
You're fired.,Estás despedida.
You're fired.,Están despedidos.
You're fired.,Están despedidas.
You're first.,Tú eres el primero.
You're first.,Tú vas el primero.
You're first.,Te toca primero.
You're first.,Tú vas primero.
You're funny.,Eres gracioso.
You're great.,Eres genial.
You're great.,Eres estupendo.
You're gross!,Estás gordo.
You're gross.,Tú estás obeso.
You're lying.,Estás mintiendo.
You're lying.,Ustedes están mintiendo.
You're naive.,Sos ingenuo.
You're naive.,Eres ingenuo.
You're right.,Tienes razón.
You're sharp.,Eres espabilado.
You're sharp.,Sois listas.
You're small.,Eres pequeño.
You're small.,Sois pequeños.
You're small.,Sois pequeñas.
You're smart.,Eres inteligente.
You're smart.,Sos inteligente.
You're smart.,Son inteligentes.
You're smart.,Sos listo.
You're smart.,Eres listo.
You're smart.,Son listos.
You're smart.,Sos lista.
You're smart.,Eres lista.
You're sweet.,Eres muy dulce.
You're tired.,Estás cansado.
You're tired.,Estás cansada.
You're tough.,Eres duro.
You're witty.,Eres ingenioso.
You're witty.,Eres ocurrente.
You're wrong.,Estás equivocado.
You've grown.,Has crecido.
You've tried.,Lo has intentado.
A car hit Tom.,Un auto atropelló a Tomás.
Am I approved?,¿Yo aprobé?
Am I approved?,¿Estoy aprobado?
Am I dreaming?,¿Estoy soñando?
Am I handsome?,¿Estoy guapo?
Am I included?,¿Yo estoy incluido?
Am I laughing?,¿Me estoy riendo?
Am I mistaken?,¿Estoy equivocada?
Am I safe now?,¿Estoy yo a salvo ahora?
Am I talented?,¿Soy talentoso?
Are they busy?,¿Están ocupados?
Are they cops?,¿Son polis?
Are they dead?,¿Están muertos?
Are they gone?,¿Se han ido?
Are they gone?,¿Se han marchado?
Are they here?,¿Están aquí?
Are they here?,¿Están ellos aquí?
Are they here?,¿Están ellas aquí?
Are they tall?,¿Son altos?
Are they tall?,¿Son altas?
Are we idiots?,¿Somos tontos?
Are we stupid?,¿Somos tontos?
Are you a cop?,¿Eres «poli»?
Are you a cop?,¿Eres de la pasma?
Are you alone?,¿Estás sola?
Are you angry?,¿Estás enojada?
Are you awake?,¿Estás despierta?
Are you blind?,¿Estás ciego?
Are you blind?,¿Sos ciego?
Are you blind?,¿Eres ciego?
Are you blind?,¿Es usted ciego?
Are you blind?,¿Está usted ciego?
Are you bored?,¿Estás aburrido?
Are you bored?,¿Te aburres?
Are you bored?,¿Te estás aburriendo?
Are you crazy?,¿Te has vuelto loco?
Are you crazy?,¿Estás loco?
Are you drunk?,¿Estás borracho?
Are you drunk?,¿Estás ebrio?
Are you drunk?,¿Estás embriagado?
Are you funny?,¿Eres gracioso?
Are you going?,¿Vas a ir?
Are you going?,¿Va a ir usted?
Are you happy?,¿Estás contento?
Are you happy?,¿Eres feliz?
Are you happy?,¿Sos feliz?
Are you happy?,¿Contento?
Are you happy?,¿Es usted feliz?
Are you ready?,¿Estás lista?
Are you ready?,¿Están listos?
Are you ready?,¿Ya estás preparada?
Are you sorry?,¿Lo sentís?
Are you sorry?,¿Lo sientes?
Are you there?,¿Estás?
Are you tired?,¿Estás cansado?
Are you tired?,¿Estás cansada?
Are you tired?,¿Estáis cansadas?
Are you twins?,¿Son gemelos?
Are you upset?,¿Está usted molesto?
Ask an expert.,Pregunta a un experto.
Be a good boy.,Pórtate bien.
Be reasonable.,Sea razonable.
Be reasonable.,Sé razonable.
Be respectful.,Sé respetuoso.
Be respectful.,Sed respetuosos.
Be supportive.,Apóyame.
Be supportive.,Apóyanos.
Beat the eggs.,Bate los huevos.
Beware of dog.,Cuidado con el perro.
Boys run fast.,Los niños corren rápido.
Break it down.,Rómpelo.
Break it down.,Estropéalo.
Break it down.,Rompedlo.
Break it down.,Descomponlo.
Break it down.,Desglósalo.
Break it down.,Tíralo abajo.
Break it down.,Derrúmbalo.
Break it down.,Échalo abajo.
Break it down.,Derríbalo.
Bring it here.,Tráelo aquí.
Bring it here.,Traedlo aquí.
Bring it here.,Tráetelo aquí.
Bring the key.,Trae la llave.
Burn the body.,Quemen el cuerpo.
Burn the body.,Quema el cuerpo.
Burn the body.,Quemá el cuerpo.
Burn the body.,Queme el cuerpo.
Burn the body.,Quemad el cuerpo.
Buy some toys.,Compra algunos juguetes.
Cain was evil.,Caín era malvado.
Call a doctor.,Llamá a un médico.
Call a doctor.,Llame a un doctor.
Call for help.,Pide ayuda.
Call for help.,Pida ayuda.
Call for help.,Pidan ayuda.
Call for help.,Pedid ayuda.
Call me a cab.,Llámame un taxi.
Call me later.,¡Llámame después!
Call me later.,Llámame más tarde.
Call security!,¡Llama a seguridad!
Call security!,¡Llamen a seguridad!
Call security!,¡Llamad a seguridad!
Call the cops.,Llama a la Policía.
Can I come in?,¿Puedo entrar?
Can I do that?,¿Puedo yo hacer eso?
Can I go next?,¿Puedo ser el siguiente?
"Can I go, too?",¿Puedo ir yo también?
Can I have it?,¿Puedo tenerlo?
Can I hug you?,¿Puedo abrazarte?
Can I join in?,¿Puedo participar?
Can I keep it?,¿Puedo quedármelo?
Can I stop by?,¿Puedo visitar?
Can I take it?,¿Puedo tomarlo?
Can he see me?,¿Puede verme?
Can this wait?,¿Puede esperar esto?
Can this wait?,¿Esto puede esperar?
Can you dance?,¿Sabes bailar?
Can you dance?,¿Puedes bailar?
Can you drive?,¿Tú puedes conducir?
Can you skate?,¿Puedes patinar sobre hielo?
Can you sleep?,¿Puedes dormir?
Can't it wait?,¿No puede esperar?
"Check, please.","La cuenta, por favor."
"Check, please.","¡La cuenta, por favor!"
Choose wisely.,Escoge sabiamente.
Close the box.,Cierra la caja.
Come and look.,Venid y observad.
Come and look.,Venid y mirad.
Come here now.,Ven ya.
Come out here.,Ven aquí fuera.
Come out here.,Sal aquí.
Come right in.,Entra.
Come right in.,Ven adentro.
Come right in.,Entra aquí.
Come right in.,Pasa adentro.
Come this way.,Ven por aquí.
Come together.,Vengan ambos.
Come tomorrow.,Venga mañana.
Cook the rice.,Cuece el arroz.
Cook the rice.,Cocina el arroz.
Dance with me.,Baila conmigo.
Did I do that?,¿Yo hice eso?
Did I hurt it?,¿Le he hecho daño?
Did Tom faint?,¿Se desfalleció Tom?
Did that work?,¿Funcionó?
Did you do it?,¿Lo hicieron ustedes?
Did you speak?,¿Hablaste?
Do I know Tom?,¿Conozco yo a Tom?
Do I know him?,¿Le conozco?
Do I know you?,¿Le conozco?
Do I know you?,¿Te conozco?
Do I know you?,¿Os conozco?
Do I know you?,¿Los conozco?
Do I look fat?,¿Me veo gorda?
Do I look old?,¿Me veo viejo?
Do I need one?,¿Necesito uno?
Do cats dream?,¿Los gatos sueñan?
Do come again.,Espero que vuelvas.
Do come again.,Serás bienvenido.
Do fish sleep?,¿Los peces duermen?
Do it quickly.,Hazlo rápido.
Do it quickly.,Hazlo rápidamente.
Do it quickly.,Hágalo rápido.
Do it with me.,Hazlo conmigo.
Do the dishes.,Lava los platos.
Do we need it?,¿Lo necesitamos?
Do what I say.,Haz lo que yo digo.
Do you follow?,¿Me sigues?
Do you see it?,¿Lo ves?
Do you see me?,¿Me ves?
Does Tom know?,¿Lo sabe Tom?
Does it sting?,¿Pica?
Does this fit?,¿Esto viene bien?
Does this fit?,¿Esta viene bien?
Does this fit?,¿Este viene bien?
Don't be evil.,No seas malo.
Don't be evil.,No seas mala.
Don't be evil.,No seáis malos.
Don't be evil.,No seáis malas.
Don't be late.,No llegues tarde.
Don't be late.,No lleguéis tarde.
Don't be late.,No llegue tarde.
Don't be late.,No lleguen tarde.
Don't be long.,Vuelve enseguida.
Don't be mean.,No seas tacaño.
Don't be rude.,No seas grosero.
Don't be rude.,No seas descortés.
Don't call me.,No me llames.
Don't call me.,No me llamés.
Don't call me.,No me llaméis.
Don't call me.,No me llame.
Don't call me.,No me llamen.
Don't come in.,No entrar.
Don't deny it.,No lo niegues.
Don't despair.,¡No te desesperes!
Don't do that.,No hagas eso.
Don't do this.,No lo hagas.
Don't do this.,No hagas esto.
Don't do this.,No hagáis esto.
Don't get fat.,No engordes.
Don't get fat.,No subas de peso.
Don't get fat.,No engordés.
Don't give in.,No te rindas.
Don't give up!,No tires la toalla.
Don't give up!,¡No te rindas!
Don't give up.,No te rindas.
Don't go away.,No se vayan.
Don't hate me.,No me odies.
Don't hate me.,¡No me odies!
Don't hurt me!,¡No me hagas daño!
Don't hurt me.,No me lastimes.
Don't kill me.,No me mates.
Don't look up.,No mires hacia arriba.
Don't mind me.,No me prestes atención.
Don't mock me.,No te burles de mí.
Don't open it.,No lo abra.
Don't open it.,No lo abras.
Don't push it.,No lo empujes.
Don't push me!,¡No me empujes!
Don't push me!,¡No me presiones!
Don't respond.,No respondas.
Don't respond.,No respondan.
Don't rush me.,No me apresures.
Don't sass me.,No seas irrespetuoso conmigo.
Don't tell me.,¡No me digas!
Drain the oil.,Vacia el aceite.
Draw a circle.,Traza un círculo.
Draw a circle.,Dibuja un círculo.
Eat and drink.,Coman y beban.
Eat and drink.,Coma y beba.
Eat healthily.,Come sano.
Eat healthily.,Coma sano.
Eat healthily.,Comed sano.
Eat healthily.,Coman sano.
Eat something.,Come algo.
Eat your food.,Cómete tu comida.
Even Tom knew.,Incluso Tom lo sabía.
Everyone died.,Todos se murieron.
Everyone left.,Todos partieron.
Everyone wins.,Todos ganan.
Feed the bird.,Alimenta al pájaro.
Fill this out.,Rellena esto.
Fry me an egg.,Fríeme un huevo.
Fry me an egg.,Preparame un huevo estrellado.
Get Tom on it.,Pon a Tom en eso.
Get Tom on it.,Ponga a Tom en eso.
Get back here.,Vuelve aquí.
Get back here.,Regresa.
Get back here.,Vuelva aquí.
Get me a beer.,Consígueme una cerveza.
Get some rest.,Descansad un poco.
Get some rest.,Descansa un poco.
Get well soon!,¡Que te mejores!
Get well soon!,¡Que te mejores pronto!
Give him time.,Dale tiempo.
Give it to me!,Dámelo.
Give it to me.,Dádmelo.
Give it to me.,Démelo.
Give it to me.,Dámelo.
Give it to me.,Dénmelo.
Give me a day.,Dame un día.
Give me a few.,Dame algunos.
Give me a gun.,Dame una pistola.
Give me a hug.,Dame un abrazo.
Give me a job.,Dame un trabajo.
Give me a sec.,Dame un segundo.
Give me those.,Deme esos.
Go downstairs.,Ve abajo.
Go get coffee.,Ve a traer café.
God bless you!,¡Que Dios te bendiga!
Good riddance.,Hasta nunca.
Guess who won.,Adivina quién ganó.
Hang in there.,Aguanta.
Hang on a sec.,Espera un segundo.
Hang on there.,Espera ahí.
Hang on there.,Espere allí.
Hang on tight.,Agárrate fuerte.
Hang on to it.,Aférrate a eso.
Hang on to it.,Guarda eso.
Hang on to it.,Conserva eso.
Have him come.,Hazlo venir.
Have some ham.,Come un poco de jamón.
Have some tea.,Bebe un poco de té.
He came first.,Él llegó primero.
He can't sing.,No puede cantar.
He cheated me.,Él me engañó.
He drank beer.,Él bebió cerveza.
He dug a hole.,Él cavó un agujero.
He eats a lot.,Él come mucho.
He eats a lot.,Come mucho.
He felt tired.,Se sentía cansado.
He got caught.,Le cogieron.
He grows rice.,Él cultiva arroz.
He has a blog.,Él tiene un blog.
He has a book.,Él tiene un libro.
He has a book.,Tiene un libro.
He has a cold.,Él está constipado.
He has a maid.,Él tiene una mucama.
He hugged her.,Él la abrazó.
He ignored me.,No me hizo caso.
He is English.,Es inglés.
He is a thief.,Es un ladrón.
He is at home.,Él está en casa.
He is my boss.,Él es mi jefe.
He is my type!,¡Él es mi tipo!
He is reading.,Está leyendo.
He is reading.,Él está leyendo.
He is skating.,Está andando en patineta.
He kissed her.,Él la besó.
He kissed her.,La besó.
He lied to me.,Él me mintió.
He liked that.,A él le gustó eso.
He looks pale.,Luce pálido.
He looks well.,Tiene buen aspecto.
He made me go.,Él me hizo ir.
He pinched me!,¡Me pellizcó!
He seems kind.,Él parece amable.
He seems sick.,Él parece enfermo.
He seems sick.,Él se ve enfermo.
He sells cars.,Él vende carros.
He shot at me.,Él me disparó.
He smells bad.,Él huele mal.
He talks fast.,Él habla rápido.
He talks well.,Tiene don de palabra.
He talks well.,Se expresa bien.
He walks fast.,Camina rápido.
He wants more.,Quiere más.
He was crying.,Él estaba llorando.
He was stoned.,Él fue apedreado.
He went blind.,Se quedó ciego.
He won't know.,No lo sabrá.
He's a lawyer.,Es abogado.
He's a lawyer.,Él es abogado.
He's a sexist.,Él es machista.
He's a tycoon.,Es un gran hombre de negocios.
He's adorable.,Él es adorable.
He's demented.,Él está demente.
He's friendly.,Él es amigable.
He's innocent.,Es inocente.
He's no saint.,Él no es un santo.
He's not home.,No está en casa.
He's not sick.,No está enfermo.
He's studying.,Él está estudiando.
He's your son.,Él es tu hijo.
Heat the milk.,Calienta la leche.
Help yourself.,Sírvase usted mismo.
Help yourself.,Sírvete tú mismo.
Help yourself.,Servíos vosotros mismos.
Help yourself.,Sírvanse ustedes mismos.
Hens lay eggs.,Las gallinas ponen huevos.
Here he comes.,Aquí viene.
Here or to go?,¿P'aquí o pa' llevar?
"Hey, don't go.","Oye, no vayas."
"Hey, don't go.","Oye, no vayáis."
"Hey, don't go.","Oiga, no vaya."
"Hi, everybody.",¡Hola a todos!
His nose bled.,Su nariz sangraba.
Hold me close.,Abrazame fuertemente.
Hold my calls.,Retenga mis llamadas.
Hold on a sec.,Aguarda un segundo.
Hold on a sec.,Espera un segundo.
Hold on there.,Espera allí.
Hold on tight.,Agárrate fuerte.
Hold on tight.,Sujétalo fuerte.
Hold on to it.,¡Sujétalo!
Hold on to it.,Aférrate a eso.
Hold on to me.,Aférrate a mí.
Hold the door.,Sostén la puerta.
Hold the rope.,Sujeta la cuerda.
Hold the rope.,Aguanta la cuerda.
Honk the horn.,Toca la bocina.
Honk the horn.,Toca el claxon.
How about you?,¿Qué hay de ti?
How about you?,¿Qué tal tú?
How bad is it?,¿Qué tan malo es?
How beautiful!,¡Qué bonito!
How big is it?,¿Cómo de grande es?
How can I pay?,¿Cómo puedo yo pagar?
How delicious!,¡Qué rico!
How do I look?,¿Cómo me veo?
How do you do?,¿Cómo está usted?
How do you do?,¿Cómo están ustedes?
How do you do?,¿Cómo estáis?
How late am I?,¿Qué tan retrasado estoy?
How many died?,¿Cuántos murieron?
How old is he?,¿Cuántos años tiene él?
How old is he?,¿Cuántos años tiene?
How thrilling!,¡Qué emocionante!
How's the dog?,¿Cómo está el perro?
"Hurry up, Tom.","Date prisa, Tom."
"Hurry up, Tom.","Apúrate, Tom."
I accelerated.,Yo aceleré.
I accept that.,Yo acepto eso.
I accept that.,Lo acepto.
I acquired it.,Yo lo adquirí.
I added water.,Añadí agua.
I admired Tom.,Yo admiraba a Tom.
I admired you.,Te admiraba.
I almost died.,Casi morí.
I always fail.,Siempre fracaso.
I always walk.,Siempre camino.
I am Japanese.,Soy japonés.
I am Japanese.,Soy japonesa.
I am a runner.,Yo me dedico al trote.
I am coughing.,Estoy tosiendo.
I am divorced.,Estoy divorciada.
I am not deaf.,No soy sordo.
I am not deaf.,No soy sorda.
I am not deaf.,No estoy sordo.
I am not sure.,No estoy seguro.
I am outraged.,Estoy indignado.
I am outraged.,Me indigna.
I am sneezing.,Estoy estornudando.
I am studying.,Estoy estudiando.
I am very sad.,Estoy muy triste.
I became rich.,Me volví rico.
I believe Tom.,Creo en Tom.
I believe you.,Te creo.
I believe you.,Les creo.
I belong here.,Yo pertenezco a este lugar.
I blacked out.,Perdí la consciencia.
I blacked out.,Quedé inconsciente.
I borrowed it.,Yo lo tomé prestado.
I bribed them.,Yo los soborné.
I burned them.,Yo los quemé.
I called home.,Yo llamé a casa.
I called them.,Los llamé.
I came by bus.,Yo vine en autobús.
I can be fair.,Yo puedo ser justo.
I can be good.,Yo puedo ser bueno.
I can buy one.,Yo puedo comprar uno.
I can buy two.,Yo puedo comprar dos.
I can do both.,Yo puedo hacer ambos.
I can do more.,Yo puedo hacer más.
I can do that.,Yo puedo hacer eso.
I can do this.,Yo puedo hacer esto.
I can explain.,Yo puedo explicar.
I can feel it.,Puedo sentirlo.
I can hear it.,Lo puedo oír.
I can hear it.,Puedo oírlo.
I can make it.,Yo puedo hacerlo.
I can see Tom.,Puedo ver a Tom.
I can see you.,Puedo verte.
I can't dance.,Yo no puedo bailar.
I can't do it.,No puedo hacerlo.
I can't do it.,No soy capaz de hacerlo.
I can't drive.,Yo no puedo conducir.
I can't drive.,Yo no puedo manejar.
I can't enter.,No puedo entrar.
I can't go in.,No puedo entrar.
I can't sleep.,No puedo dormir.
I can't sleep.,Tengo insomnio.
I can't smoke.,No puedo fumar.
I can't stand.,No puedo estar de pie.
I can't stand.,No puedo estar parado.
I can't watch.,Yo no puedo ver.
I canceled it.,Yo lo cancelé.
I caused this.,Yo causé esto.
I contributed.,Yo contribuí.
I cried a lot.,Yo lloré bastante.
I deserved it.,Me lo merecía.
I designed it.,Yo lo diseñé.
I despise Tom.,Yo desprecio a Tom.
I despise Tom.,Yo menosprecio a Tom.
I despise you.,Yo te desprecio.
I despise you.,Yo te menosprecio.
I did my best.,Lo hice lo mejor que pude.
I did my best.,Yo hice lo mejor que pude.
I did my part.,Yo hice mi parte.
I did my work.,Hice mi trabajo.
I did nothing.,No hice nada.
I didn't call.,Yo no llamé.
I didn't care.,No me importó.
I didn't know.,Yo no sabía.
I didn't know.,Yo no supe.
I didn't look.,Yo no vi.
I didn't move.,Yo no me moví.
I didn't move.,Yo no moví.
I didn't quit.,Yo no lo dejé.
I didn't sing.,Yo no canté.
I didn't stop.,Yo no paré.
I didn't stop.,Yo no me detuve.
I didn't vote.,Yo no voté
I didn't wait.,No esperé.
I didn't walk.,Yo no caminé.
I do like Tom.,"Sí, me gusta Tom."
I do like you.,"Sí, tú me gustas."
I do love you.,Yo sí te amo.
I do love you.,Yo de veras te amo.
I do remember.,"Sí, yo recuerdo."
I do remember.,Claro que recuerdo.
I do think so.,Eso pienso yo.
I don't agree.,No estoy de acuerdo.
I don't dream.,Yo no sueño.
I don't drink.,Yo no bebo.
I don't drink.,Yo no tomo.
I don't smoke.,No fumo.
I don't snore.,Yo no ronco.
I don't steal.,Yo no robo.
I don't study.,No estudio.
I drank a lot.,Bebí un montón.
I dream a lot.,Yo sueño mucho.
I drink a lot.,Bebo un montón.
I drive a BMW.,Llevo un BMW.
I drive badly.,Conduzco mal.
I drove today.,Hoy conduje.
I dye my hair.,Me tiño el pelo.
I enjoy chess.,Yo disfruto jugar ajedrez.
I enjoy music.,Yo disfruto escuchar música.
I enjoy poker.,Yo disfruto jugar póker.
I exaggerated.,Yo exageré.
I fear no one.,No le temo a nadie.
I fed the dog.,Yo alimenté al perro.
I feel better.,Me siento mejor.
I feel drowsy.,Me siento adormilado.
I feel hungry.,Me pica el bagre.
I feel it now.,Yo lo siento ahora.
I feel lonely.,Me siento sola.
I feel my age.,Yo siento mi edad.
I feel normal.,Yo me siento normal.
I feel queasy.,Yo me siento mareado.
I feel sleepy.,Tengo sueño.
I feel sleepy.,Yo me siento adormitado.
I feel so bad.,Yo me siento tan mal.
I feel stupid.,Yo me siento estúpido.
I fell asleep.,Me dormí.
I fell asleep.,Me quedé dormido.
I fell for it.,Yo caí por eso.
I fell for it.,Me engañaron a causa de eso.
I felt guilty.,Yo me sentí culpable.
I felt hungry.,Tenía hambre.
I felt hungry.,Yo me sentí con hambre.
I felt lonely.,Me sentía solo.
I felt reborn.,Yo me sentí renacido.
I felt scared.,Yo me sentí asustado.
I finally won.,Yo finalmente gané.
I finished it.,Yo lo terminé.
I forgive you.,Te perdono.
I fought back.,Yo me defendí.
I found these.,Yo encontré estos.
I freaked out.,Yo me volví loco.
I got a bonus.,Yo obtuve un bono.
I got cheated.,Resulté engañado.
